fold,backbone,sample_id,split,label,label_name,prediction,prediction_name,score,experiment,source_csv,source_predictions_csv,correct,true_class_score,error_margin,predicted_class_score,rank_within_true_class,image_path,image_exists,rank_kind,rank_order,gradcam_target_name,gradcam_status,gradcam_score,resolved_image_path,gradcam_overlay_path,gradcam_heatmap_path
0,efficientnet_v2_s,1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,test,0,benign,0,benign,0.0002615112753119,luna16_synthetic_2d_gt,outputs/luna16_synthetic_2d_gt/fold_0/efficientnet_v2_s/test_predictions.csv,outputs/luna16_synthetic_2d_gt/all_test_predictions.csv,True,0.999738488724688,0.4997384887246881,0.999738488724688,166,data/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056.png,True,all,166,benign,ok,0.00026151177007704973,/ssd2/domenico/datasets/synthetic_2d/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056.png,docs/luna16_synthetic_2d_gradcam_all_predicted/overlays/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all166_1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056_predicted-benign.png,docs/luna16_synthetic_2d_gradcam_all_predicted/heatmaps/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all166_1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056_predicted-benign.png
0,efficientnet_v2_s,1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,test,0,benign,0,benign,0.0002695513539947,luna16_synthetic_2d_gt,outputs/luna16_synthetic_2d_gt/fold_0/efficientnet_v2_s/test_predictions.csv,outputs/luna16_synthetic_2d_gt/all_test_predictions.csv,True,0.9997304486460054,0.4997304486460053,0.9997304486460054,167,data/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514.png,True,all,167,benign,ok,0.00026955135399475694,/ssd2/domenico/datasets/synthetic_2d/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514.png,docs/luna16_synthetic_2d_gradcam_all_predicted/overlays/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all167_1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514_predicted-benign.png,docs/luna16_synthetic_2d_gradcam_all_predicted/heatmaps/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all167_1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514_predicted-benign.png
0,efficientnet_v2_s,1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,test,0,benign,0,benign,0.0003107334196101,luna16_synthetic_2d_gt,outputs/luna16_synthetic_2d_gt/fold_0/efficientnet_v2_s/test_predictions.csv,outputs/luna16_synthetic_2d_gt/all_test_predictions.csv,True,0.99968926658039,0.4996892665803899,0.99968926658039,175,data/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260.png,True,all,175,benign,ok,0.00031073400168679655,/ssd2/domenico/datasets/synthetic_2d/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260.png,docs/luna16_synthetic_2d_gradcam_all_predicted/overlays/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all175_1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260_predicted-benign.png,docs/luna16_synthetic_2d_gradcam_all_predicted/heatmaps/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all175_1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260_predicted-benign.png
0,efficientnet_v2_s,1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,test,0,benign,0,benign,0.0004157217917963,luna16_synthetic_2d_gt,outputs/luna16_synthetic_2d_gt/fold_0/efficientnet_v2_s/test_predictions.csv,outputs/luna16_synthetic_2d_gt/all_test_predictions.csv,True,0.9995842782082036,0.4995842782082037,0.9995842782082036,195,data/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860.png,True,all,195,benign,ok,0.00041572476038709283,/ssd2/domenico/datasets/synthetic_2d/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860.png,docs/luna16_synthetic_2d_gradcam_all_predicted/overlays/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all195_1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860_predicted-benign.png,docs/luna16_synthetic_2d_gradcam_all_predicted/heatmaps/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all195_1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860_predicted-benign.png
0,efficientnet_v2_s,1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,test,0,benign,0,benign,0.0005118413246236,luna16_synthetic_2d_gt,outputs/luna16_synthetic_2d_gt/fold_0/efficientnet_v2_s/test_predictions.csv,outputs/luna16_synthetic_2d_gt/all_test_predictions.csv,True,0.9994881586753764,0.4994881586753764,0.9994881586753764,209,data/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768.png,True,all,209,benign,ok,0.0005118425469845533,/ssd2/domenico/datasets/synthetic_2d/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768.png,docs/luna16_synthetic_2d_gradcam_all_predicted/overlays/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all209_1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768_predicted-benign.png,docs/luna16_synthetic_2d_gradcam_all_predicted/heatmaps/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all209_1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768_predicted-benign.png
0,efficientnet_v2_s,1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,test,0,benign,0,benign,0.0005571701331064,luna16_synthetic_2d_gt,outputs/luna16_synthetic_2d_gt/fold_0/efficientnet_v2_s/test_predictions.csv,outputs/luna16_synthetic_2d_gt/all_test_predictions.csv,True,0.9994428298668936,0.4994428298668936,0.9994428298668936,213,data/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820.png,True,all,213,benign,ok,0.0005571706569753587,/ssd2/domenico/datasets/synthetic_2d/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820.png,docs/luna16_synthetic_2d_gradcam_all_predicted/overlays/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all213_1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820_predicted-benign.png,docs/luna16_synthetic_2d_gradcam_all_predicted/heatmaps/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all213_1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820_predicted-benign.png
0,efficientnet_v2_s,1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,test,0,benign,0,benign,0.0012047085911035,luna16_synthetic_2d_gt,outputs/luna16_synthetic_2d_gt/fold_0/efficientnet_v2_s/test_predictions.csv,outputs/luna16_synthetic_2d_gt/all_test_predictions.csv,True,0.9987952914088964,0.4987952914088965,0.9987952914088964,256,data/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231.png,True,all,256,benign,ok,0.0012047115014865994,/ssd2/domenico/datasets/synthetic_2d/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231.png,docs/luna16_synthetic_2d_gradcam_all_predicted/overlays/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all256_1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231_predicted-benign.png,docs/luna16_synthetic_2d_gradcam_all_predicted/heatmaps/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all256_1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231_predicted-benign.png
0,efficientnet_v2_s,1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,test,0,benign,0,benign,0.0012214558664709,luna16_synthetic_2d_gt,outputs/luna16_synthetic_2d_gt/fold_0/efficientnet_v2_s/test_predictions.csv,outputs/luna16_synthetic_2d_gt/all_test_predictions.csv,True,0.9987785441335292,0.4987785441335291,0.9987785441335292,258,data/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367.png,True,all,258,benign,ok,0.0012214600574225187,/ssd2/domenico/datasets/synthetic_2d/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367.png,docs/luna16_synthetic_2d_gradcam_all_predicted/overlays/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all258_1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367_predicted-benign.png,docs/luna16_synthetic_2d_gradcam_all_predicted/heatmaps/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all258_1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367_predicted-benign.png
0,efficientnet_v2_s,1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,test,0,benign,0,benign,0.0017402952071279,luna16_synthetic_2d_gt,outputs/luna16_synthetic_2d_gt/fold_0/efficientnet_v2_s/test_predictions.csv,outputs/luna16_synthetic_2d_gt/all_test_predictions.csv,True,0.998259704792872,0.4982597047928721,0.998259704792872,277,data/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963.png,True,all,277,benign,ok,0.0017402908997610211,/ssd2/domenico/datasets/synthetic_2d/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963.png,docs/luna16_synthetic_2d_gradcam_all_predicted/overlays/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all277_1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963_predicted-benign.png,docs/luna16_synthetic_2d_gradcam_all_predicted/heatmaps/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all277_1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963_predicted-benign.png
0,efficientnet_v2_s,1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,test,0,benign,0,benign,0.0027119941078126,luna16_synthetic_2d_gt,outputs/luna16_synthetic_2d_gt/fold_0/efficientnet_v2_s/test_predictions.csv,outputs/luna16_synthetic_2d_gt/all_test_predictions.csv,True,0.9972880058921874,0.4972880058921874,0.9972880058921874,299,data/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557.png,True,all,299,benign,ok,0.0027119889855384827,/ssd2/domenico/datasets/synthetic_2d/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557.png,docs/luna16_synthetic_2d_gradcam_all_predicted/overlays/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all299_1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557_predicted-benign.png,docs/luna16_synthetic_2d_gradcam_all_predicted/heatmaps/luna16_synthetic_2d_gt_efficientnet_v2_s_fold0_benign_all299_1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557_predicted-benign.png
